articleID,headlines,userID,numUpvotes,numDownvotes
5326,"Former 1st-rounder Ross, now with Chiefs, retires",user_88,60,55
5327, 'I took it personal': Disappointed Travis Kelce couldn't give bracelet to Taylor Swift,user_31,79,16
5328,'Are you coaching?' Tyrann Mathieu was in the dark over new teammate Jimmy Graham's role with Saints,user_67,10,52
5329,Herbert on deal: 'Just get to play football now',user_77,99,28
5330,Owner: Payton vows to 'raise the bar' for Broncos,user_3,68,96
5331,Garoppolo: First practice with Raiders 'felt right',user_11,49,97
5332,Giants sign star LT Thomas to record extension,user_37,6,36
5333,Love heeding Rodgers' advice to 'just be yourself',user_1,1,43
5334,Sources: Bears TE Kmet lands $50M extension,user_97,55,23
5335,Giants GM: No hard feelings over Saquon talks,user_56,42,94
5336,Panthers' Reich names top pick Young starting QB,user_91,97,9
5337,Harris: RBs devalued only when it comes to pay,user_77,19,24
5338,"Howell: QB1 label not 'crazy,' but have to earn it",user_91,92,30
5339,"Commanders prez: Wins great, culture sustains",user_9,8,76
5340,Fins' Hill ready to move forward from incident,user_68,19,38
5341,Colts LB Leonard: 'Best I've felt in a long time',user_24,94,89
5342,"Pitts returns from MCL injury, 'close' to peak form",user_99,78,97
5343,Texans' Metchie (leukemia) returns to practice,user_7,70,14
5344,"Source: Texans, OT Howard agree to $56M deal",user_55,74,69
5345,"Barnwell: 20 NFL players, coaches and execs with something to prove this season -- and what's at stake",user_97,81,79
5346,Coach McDermott: Bills 'in good spot' with Diggs,user_19,54,28
5347,Mike Clay's fantasy football metrics that matter most,user_99,27,94
5348,"Sources: Bolts, Herbert agree to $262.5M deal",user_73,26,6
5349,"Chargers pay Justin Herbert $262.5 million, now the pressure's really on ",user_48,17,15
5350,"Best of Tuesday at NFL training camps: Who reported to camp, plus big contract news",user_16,19,18
5351,Colts RB Taylor on active/PUP list to open camp,user_30,14,27
5352,Rivera already feeling 'impact' of new ownership,user_42,22,75
5353,Sources: Cowboys sign Diggs to $97M extension,user_38,69,62
5354,"Saquon signs new deal, ends Giants stalemate",user_85,58,89
5355,Brown's legacy to be celebrated at HOF weekend,user_21,90,96
5356,Hopkins looks forward to mentoring Titans WRs,user_89,23,10
5357,49ers say QB Purdy is 'cleared and ready to go',user_94,53,40
5358,"Saints reunite with TE Graham, add guard Turner",user_30,45,50
5359,Jacobs doesn't report; Raiders respect his stance,user_4,6,97
5360,"Chiefs WR Toney has surgery on knee, Reid says",user_29,65,85
5361,"Notre Dame legend, Bears QB Lujack dies at 98",user_6,3,43
5362,Did Barkley cave? What's his future with Giants? We answer 5 big questions,user_89,38,48
5363,D.J. Hernandez feared to be planning shootings,user_68,42,75
5364,"Hunter opts against holdout, reports to Vikings",user_93,92,17
5365,Pro Bowl Games returning to Orlando in 2024,user_11,62,41
5366,Bucs' Barrett clear to practice; Gholston re-signs,user_3,10,34
5367,"Players to not give up on yet in fantasy: Drake London, Kyle Pitts lead the way",user_74,88,1
5368,Lamar Jackson among 30+ most important players who changed teams or re-signed during offseason,user_9,53,15
5369,Judge won't budge on allowing Flores suit to trial,user_3,20,64
5370,The five-month NFL offseason in five minutes: Everything you absolutely need to know,user_60,46,74
5371,Lions' Gardner-Johnson (leg) 'seems to be OK' ,user_62,38,34
5372,Patriots CB Jones set for camp after June arrest,user_34,99,66
5373,How Panthers coach Frank Reich's experience at quarterback will help rookie Bryce Young,user_14,22,61
5374,WR Addison driving 140 mph for dog 'emergency',user_58,83,86
5375,Seattle extends top OLB Nwosu after career year,user_2,40,59
5376,Broncos' Uwazurike suspended for betting on NFL ,user_71,79,65
5377,Fins' Hill reaches settlement in marina incident,user_96,13,2
5378,Raiders sign three-time Pro Bowl corner Peters,user_36,94,67
5379,Source: Bills RB Hines injured knee on Jet Ski,user_90,37,72
5380,"How Patriots OC Bill O'Brien will fix the offense, get QB Mac Jones back on track",user_16,28,100
5381,Bengals bracing for 'challenge' of stars' new deals,user_86,72,6
5382,Packers: To take 'half a season' to tell about Love,user_98,69,3
5383,Projecting the Bengals' 53-man roster: Burrow's offense will feature new faces,user_99,59,87
5384,"Packers plan to retire Rodgers' No. 12, prez says",user_68,86,21
5385,Source: Chiefs WR Toney likely ready by Week 1,user_96,91,17
5386,Tennessee Titans reveal throwback Oilers uniforms,user_36,25,48
5387,Lions DB Gardner-Johnson carted off; MRI clean,user_80,83,100
5388,Panthers' 53-man roster projection: Who will pair with edge rusher Brian Burns?,user_89,87,92
5389,Here's when and where each NFL team will report for training camp,user_79,12,63
5390,"NFL training camp: Top questions, roster projections for all 32 teams",user_7,77,81
5391,Bills' 53-man roster projection: Which key positions are up for grabs in training camp?,user_78,56,65
5392,Star RBs meet on Zoom to talk state of position,user_81,66,88
5393,"Steelers' 53-man roster projection: Linebacker, offensive line in focus",user_68,24,58
5394,Vikings' 53-man roster projection: Can Alexander Mattison fill Dalvin Cook's spot?,user_97,5,86
5395,Raiders' 53-man roster projection: What's next for former Pro Bowler Hunter Renfrow?,user_47,80,99
5396,Chiefs' 53-man roster projection: A battle for the No. 1 receiver spot?,user_47,57,89
5397,Projecting the Broncos' 53-man roster: Who will make Sean Payton's cut?,user_83,34,93
5398,Titans' 53-man roster projection: How does DeAndre Hopkins change the WR room?,user_64,68,71
5399,Jaguars' 53-man roster projection features considerable depth on offense,user_34,55,73
5400,Projecting the Colts' 53-man roster: How will things shape up under Shane Steichen?,user_9,53,79
5401,Texans' 53-man roster projection: Where the Nos. 2 and 3 overall picks stand,user_56,94,1
5402,Projecting the Browns' 53-man roster: Upgraded speed at wide receiver ,user_65,19,7
5403,Projecting the Ravens' 53-man roster: New backup behind Lamar?,user_100,97,56
5404,Jets' 53-man roster projection includes fierce O-line competition,user_77,15,27
5405,Patriots' 53-man roster projection: Will changes on offense pay off?,user_10,11,11
5406,Dolphins' 53-man roster projection: Do Xavien Howard and Jalen Ramsey form league's best cornerback duo?,user_25,41,43
5407,Seahawks' 53-man roster projection includes a new wide receiver trio,user_72,26,94
5408,Niners' 53-man roster projection: A former first-rounder fighting for a spot?,user_6,86,25
5409,Draft strategy: Should you grab a TE early or play the waiting game?,user_30,7,52
5410,Rams' 53-man roster projection: Sean McVay hopes to identify new talent,user_65,48,54
5411,Cardinals' 53-man roster projection: Opportunities abound after big offseason changes,user_30,100,94
5412,Buccaneers' 53-man roster projection forecasts a vastly different lineup,user_80,29,34
5413,Saints' 53-man roster projection: Veterans pushed for key positions in New Orleans?,user_45,89,22
5414,Atlanta Falcons 53-man roster projection includes much-needed depth,user_64,20,60
5415,Packers' 53-man roster projection: Youth movement in full swing,user_24,94,61
5416,"Projecting the Lions' 53-man roster, featuring a revamped running back group",user_2,48,2
5417,Bears' 53-man roster projection: Several new faces in Chicago,user_54,69,21
5418,Projecting the Commanders' 53-man roster: QB1 is Sam Howell's job to lose,user_87,54,8
5419,Giants' 53-man roster projection: New options for Daniel Jones,user_38,66,56
5420,Projecting the Eagles' 53-man roster projection: Plenty of new faces in Philadelphia,user_98,85,2
5421,Cowboys' 53-man roster projection: How much is depth an issue?,user_63,45,54
5422,Chargers' 53-man roster projection: Questions abound in the secondary,user_28,92,16
5423,Browns GM says Watson 'in a really good place',user_61,25,84
5424,Source: Garoppolo passes Raiders' camp physical,user_51,66,65
5425,Chiefs WR Toney leaves practice with knee injury ,user_12,39,15
5426,"Source: Jones not in camp, 'far apart' with Chiefs",user_83,12,38
5427,Campbell on hype around Lions: Have to 'earn it',user_82,48,13
5428,Rodgers: One year would be 'disservice' to Jets,user_26,20,46
5429,Sauce Gardner presents Aaron Rodgers with icy surprise gift,user_9,23,90
5430,"Source: Ravens ink RB Gordon for 1 year, $3.1M",user_84,96,33
5431,'I know what I can do:' Odell Beckham Jr. motivated to regain form with Ravens,user_70,89,34
5432,No. 1 pick Young signs $37.9M deal with Panthers,user_94,7,85
5433,Vikings WR Addison cited for driving 140 mph ,user_55,57,38
5434,Harris: Washington culture a priority before name,user_43,72,96
5435,Jags' Claybrooks arrested again on assault charge,user_27,11,12
5436,Browns WR Goodwin (clots) to miss camp's start,user_3,67,97
5437,"Giants add Robinson to backfield, sign Beasley",user_35,20,39
5438,Brother of former CB Talib pleads guilty to murder,user_73,9,21
5439,'Taking his time': Patient QB Rodgers wows Jets,user_4,88,38
5440,"Madden NFL 24 ratings and rankings: Top 10 quarterbacks, led by Patrick Mahomes",user_31,12,52
5441,"Source: Titans, Byard rework deal after standoff",user_24,5,44
5442,"Jags bring back pass-rusher Smoot, agent says",user_30,91,30
5443,How to watch the 2023 SlamBall season on ESPN,user_37,41,14
5444,Snyder fined $60M over findings in investigation,user_64,98,70
5445,Who will be the No. 1 pick in the 2024 NFL draft? We predicted chances for 14 top prospects,user_9,31,80
5446,Money talks: Here's a look at the most expensive U.S. sports franchise sales,user_77,57,49
5447,Jags assistant comes out as gay in NFL milestone,user_60,86,29
5448,From quarterback to culture: What will Josh Harris need to fix with the Commanders?,user_31,55,84
5449,NFL owners approve $6.05B sale of Commanders,user_65,71,47
5450,"Celtics, Chargers, more get in on the ",user_60,30,4
5451,"Our all-draft hype bracket: Who are the top prospects of all time in the NFL, NBA, MLB, NHL and WNBA?",user_5,5,47
5452,Chiefs' Pacheco: 'Absolutely' ready for opener,user_90,17,55
5453,"Bengals to put QB Esiason, WR Johnson in ROH",user_70,37,80
5454,Ole Miss' Judkins: 'Concern' over RB deals in NFL,user_11,82,36
5455,Barnwell plays out three NFL alternate universes: What if CMC went to the Rams? Tyreek Hill to the Jets?,user_13,40,21
5456,Source: Jets send WR Mims to Lions for '25 pick,user_68,54,55
5457,Why it pays to wait to draft your starting QB in fantasy football,user_47,16,16
5458,Who is the next generational draft prospect? Nine names to know across five sports,user_19,28,12
5459,Saquon mulls skipping season: 'I might have to',user_99,80,27
5460,"Seattle Seahawks announce return of 'Kingdome-era' throwbacks
",user_3,53,63
5461,"Raccuia, who led stadium talks, out as Bills exec",user_96,83,12
5462,Source: Jets to waive Mims if no trade for WR,user_81,85,5
5463,Highsmith signs $68M extension with Steelers,user_81,38,17
5464,Browns release DT Winfrey after robbery incident,user_39,8,83
5465,NFL Future Power Rankings: Projecting the next three years for all 32 teams,user_68,79,68
5466,Sources: Cowboys' Martin may not report to camp,user_19,78,51
5467,Report: Assault charge dropped for Titans' Weaver,user_86,6,37
5468,"Mahomes, Chiefs aim to seize moment with repeat",user_51,18,93
5469,Minnesota announces throwback 'Vikings Classic' uniform,user_49,88,99
5470,Cleveland Browns unveil throwback white alternate helmets,user_53,58,47
5471,From Prime Time to Revis Island: One-and-done champions of the sports world,user_30,52,18
5472,Donald gets top Madden rating a record 7th time ,user_3,52,12
5473,"Ranking the NFL's best players at every position: Execs pick the top 10 quarterbacks, wide receivers and running backs",user_69,26,96
5474,The best way to draft and stream D/STs in fantasy football,user_9,41,36
5475,"Who are the NFL's best wide receivers? Execs, coaches and scouts help rank 2023's top 10",user_6,16,74
5476,"No deals for tagged RBs Barkley, Jacobs, Pollard",user_86,92,65
5477,NFL's 49ers finalize purchase of Leeds United,user_6,86,33
5478,"Westbrook invests in Leeds, part of 49ers group",user_4,56,43
5479,Ex-Commanders VP sues team for defamation ,user_80,91,85
5480,"No long-term deals for Jacobs, Barkley: What happens now, and which RBs are watching closely?",user_9,81,100
5481,"Jaguars, franchised TE Engram reach 3-year deal",user_3,70,53
5482,"Who are the NFL's best quarterbacks? Execs, coaches and scouts help rank 2023's top 10",user_54,89,83
5483,Sources: Pollard unlikely to get deal by deadline,user_14,42,59
5484,Fantasy football: Opportunity knocks for these WRs ,user_94,45,2
5485,'Titan up!': Hopkins defends choice of new team,user_83,14,49
5486,'Believe that': Dolphins' Hill vows to top 2K yards,user_74,7,82
5487,"Who are the NFL's best interior offensive linemen? Execs, coaches and scouts help rank 2023's top 10",user_19,19,92
5488,"Who are the NFL's best offensive tackles? Execs, coaches and scouts help rank 2023's top 10",user_59,14,82
5489,RB Mixon restructures deal to stay with Bengals,user_37,63,56
5490,Steph Curry leads Tahoe golf event after fast start,user_88,53,56
5491,10 insurance RBs to target on draft day,user_13,22,92
5492,Ex-Pro Bowl DL Jackson retires after 10 seasons,user_72,86,75
5493,"Ali's title belt, Cobain's guitar and a $1 billion offer: Inside the Jim Irsay Collection",user_1,56,25
5494,Source: Week 1 for Barkley in jeopardy if no deal,user_92,81,65
5495,"Who are the NFL's best running backs? Execs, coaches and scouts help rank 2023's top 10",user_49,24,25
5496,"Sources: Jets, star DT Williams reach $96M deal",user_21,42,26
5497,Why you want a mobile QB as your fantasy football starter,user_82,33,32
5498,"Ex-Georgia staffer sues school, Eagles' Carter",user_29,24,60
5499,How should you value the 49ers' pass-catchers in fantasy?,user_69,2,1
5500,"Coughlin, Shanahan among HOF semifinalists",user_69,47,15
5501,Champion Chiefs honored as top team at ESPYS,user_83,55,33
5502,"Patrick Mahomes, Angel Reese arrive to The ESPYS in style",user_82,66,84
5503,"Who are the NFL's best tight ends? Execs, coaches and scouts help rank 2023's top 10",user_75,7,4
5504,"HOF tabs senior, coach Class of '24 semifinalists",user_85,80,47
5505,How Gruden email leaks led to Snyder's demise,user_31,29,8
5506,"Who are the NFL's best safeties? Execs, coaches and scouts help rank 2023's top 10",user_84,89,15
5507,Bucco Bruce is back! Tampa Bay Buccaneers unveil new-look 'Creamsicle' throwbacks,user_80,49,62
5508,Source: Giants LB Davis sidelined after surgery,user_40,79,7
5509,Sources: NFL picks Jets to be on 'Hard Knocks',user_20,100,22
5510,Spieth invests in Leeds as part of 49ers group,user_9,84,36
5511,"Jaguars sign TE Pederson, son of team's  coach",user_24,82,36
5512,Kamara agrees to plea deal in Vegas assault case,user_48,81,73
5513,No players selected in NFL's supplemental draft,user_71,92,57
5514,Pats unveil massive new video board at Gillette,user_47,36,60
5515,Re-arrest ordered for Aaron Hernandez's brother,user_66,79,90
5516,"Who are the NFL's best cornerbacks? Execs, coaches and scouts help rank 2023's top 10",user_51,6,33
5517,Fugitive Chiefs superfan arrested after 4 months,user_1,64,70
5518,"Panthers adding Peppers, Muhammad into HOH",user_47,100,75
5519,"Who are the NFL's best off-ball linebackers? Execs, coaches and scouts help rank the top 10",user_52,2,8
5520,"Who are the NFL's best defensive tackles? Execs, coaches and scouts help rank 2023's top 10",user_27,36,87
5521,"Who are the NFL's best edge rushers? Execs, coaches and scouts help rank 2023's top 10",user_66,59,16
5522,The parallel paths of Jalen Hurts and Eagles OC Brian Johnson: How they've become stars together,user_66,7,63
5523,Top-10 teammates: Skenes and Crews join elite club of early draftees,user_71,5,14
5524,Broncos RB Williams: Feel 'ready to go' from ACL,user_62,76,40
5525,Report: QB Brady lost $30M in collapse of FTX,user_23,67,92
5526,"Ex-MSU star Cooks, No. 2 pick in '82, dies at 64",user_16,42,91
5527,"Ex-Saints, Bama RB Ingram joins Fox as analyst",user_42,83,49
5528,Ex-RB Dillon rips Bengals' ring of honor process,user_31,28,95
5529,USFL standout Aubrey to vie for Cowboys' K job,user_69,35,49
5530,New 2024 NFL mock draft: Reid's debut predictions for all 32 first-round picks,user_90,51,67
5531,NFL extends deal with betting data/integrity firm,user_9,2,79
5532,"NFC West Fantasy questions: Evaluating Deebo Samuel, Marquise Brown and more",user_59,24,21
5533,Odell Beckham Jr. among players who won't bounce back in 2023,user_72,18,73
5534,Ex-Commanders C Roullier decides to retire,user_19,11,90
5535,Who are the 2023 versions of last year's breakout fantasy football stars?,user_74,84,100
5536,'Best damn cup of coffee I ever had': Seven ex-players discuss their only NFL game,user_43,11,26
5537,"AFC West fantasy questions: What to expect from J. Williams, Toney and more",user_3,53,78
5538,"NFC East fantasy questions: Pollard, D. Jones and more",user_66,36,82
5539,"Fantasy questions for each AFC East team: Tua, Hall, Cook and Stevenson",user_95,75,88
5540,NFC South fantasy questions: When is too soon to draft Bijan Robinson?,user_42,67,34
5541,AFC South fantasy questions: Will Calvin Ridley outproduce Christian Kirk?,user_37,4,74
5542,NFC North fantasy questions: Will Christian Watson be a reliable starting WR in 2023?,user_69,9,91
5543,AFC North fantasy questions: Will Deshaun Watson return to QB1 status?,user_6,79,60
5544,What age do players peak/decline in fantasy football?,user_15,60,92
5545,Saints TE Moreau says cancer in full remission,user_63,56,13
5546,'Is this what I want to get into?': Inside the doubt and growth of Bears GM Ryan Poles,user_86,38,12
5547,How the Cowboys' Superman -- DeMarcus Ware -- secured Hall of Fame legend status after scary neck injury,user_49,45,11
5548,Former Cards head coach Tobin dies at age 79,user_17,35,44
5549,Source: 49ers' Samuel expected to play vs. Cards,user_54,78,61
5550,Sources: Browns to gauge Watson after warmups,user_45,34,87
5551,Win the Weekend: Fantasy football and betting tips,user_31,60,10
5552,Texans among top Week 4 NFL uniforms with red helmets and jerseys,user_35,98,13
5553,"NFL Week 4 injury updates on Jimmy Garoppolo, Odell Beckham Jr., Jaelan Phillips",user_8,27,67
5554,Raiders release DE Jones after turbulent week,user_10,58,44
5555,Browns' Chubb has 1st of 2 surgeries on knee,user_64,49,32
5556,The Seahawks will try to remain perfect at MetLife Stadium when they face the Giants on Monday night,user_94,65,19
5557,Chargers' Bosa (hammy/toe) doubtful vs. Raiders,user_62,96,66
5558,Falcons' Smith fined $87K for block vs. Lions,user_84,52,30
5559,Sources: Bills star Miller set to resume practicing,user_17,14,39
5560,Giants LT Thomas out; Saquon listed as doubtful,user_15,86,75
5561,Browns' Njoku questionable due to burn injuries ,user_64,1,44
5562,2023 NFL betting: Loza and Dopp's Week 4 props that pop,user_72,98,7
5563,"Falcons-Jaguars, NFL betting odds, picks, tips",user_24,8,36
5564,Seahawks' Adams considered retiring after injury,user_87,80,18
5565,"49ers' Aiyuk back, but Samuel, Jennings may sit",user_65,10,60
5566,"Last-minute sleepers, nuggets, buzz and predictions for NFL Week 4",user_70,57,32
5567,Meet the NFL's Mr. International: Jaguars lineman Tyler Shatley is heading back to London,user_26,62,69
5568,Water jugs and sage advice: Why Calais Campbell enjoys being the Falcons' consigliere,user_24,47,86
5569,Karabell: Add and hold reinstated Lions WR Jameson Williams,user_97,84,9
5570,ESPN+ Cheat Sheet: Best fantasy football advice for Week 4,user_8,39,77
5571,"WR Claypool frustrated by usage, Bears' losses",user_75,75,67
5572,Mike Clay's NFL Betting Playbook for Week 4,user_84,20,89
5573,"Chargers' Ekeler, James doubtful to face Raiders",user_18,77,94
5574,Browns' No. 1 defense faces toughest test of early season in Ravens' dual-threat QB Lamar Jackson,user_94,98,44
5575,"What to know for NFL Week 4: Score picks, bold predictions, fantasy tips, key stats for every game",user_66,59,7
5576,"Colts' Richardson exits protocol, to start vs. Rams",user_27,63,15
5577,"Ravens WRs Beckham, Bateman out vs. Browns",user_69,3,92
5578,"Our ultimate guide to Falcons-Jaguars in London: Big questions, QB breakdowns, X factors and picks",user_56,74,94
5579,The 49ers go for their 14th straight regular-season win when they host the Cardinals,user_97,59,9
5580,Buccaneers rule out CB Dean for Saints clash,user_29,17,47
5581,"Saints' Carr (shoulder) questionable, but throws",user_46,7,89
5582,Chargers host Raiders looking to extend winning run for home team in series,user_38,19,85
5583,NFL raises ban for players who bet on own team,user_33,48,18
5584,"DE Jones, away from Raiders, arrested in Vegas",user_99,48,11
5585,Bills' Poyer ruled out vs. high-scoring Dolphins,user_57,18,14
5586,Buccaneers-Saints tilt involves QBs with similar stories and plenty to prove,user_51,48,59
5587,Undefeated Philadelphia looks to go 4-0 in NFC East showdown with Washington,user_43,81,18
5588,Mahomes could make more history when Chiefs square off against Jets in Sunday night showdown,user_28,84,64
5589,Cincinnati Bengals look to start winning streak against struggling Titans,user_19,63,68
5590,Rams give 'glue guy' Higbee two-year extension,user_97,29,7
5591,Titans WR Burks (knee) out Sunday vs. Bengals,user_3,45,69
5592,Commanders TE Thomas will play vs. Eagles,user_50,34,39
5593,Oh fine: Eagles' Brown forced to change cleats,user_81,20,21
5594,How to watch Seahawks vs. Giants on 'Monday Night Football',user_58,5,49
5595,"High-scoring Dolphins travel to face division rival Buffalo Bills, where Miami has lost 7 in a row",user_22,71,60
5596,Oher conservatorship to end amid legal battle,user_18,8,30
5597,Defensive tackles Aaron Donald and DeForest Buckner ready to square off again in Rams-Colts matchup,user_64,4,67
5598,Panthers QB Young (ankle) will start vs. Vikings,user_22,79,65
5599,Browns' Watson questionable with shoulder injury,user_96,49,65
5600,Jags rule out WR Jones (knee) against Falcons,user_85,43,12
5601,Goff on 3-1 Lions: Feel like we can beat anyone,user_95,72,4
5602,"Dodgers coaches show love to Colorado, Dave Roberts reps Deion Sanders with Prime-inspired costume",user_88,67,32
5603,Can Bills stop Dolphins' No. 1 offense? Will Miami handle Josh Allen? Storylines shaping the showdown,user_50,21,50
5604,"NFL betting odds, picks, tips: Will Miami stay hot against Buffalo?",user_30,94,49
5605,Packers All-Pro LT Bakhtiari (knee) goes on IR,user_73,74,33
5606,Rhamondre Stevenson among players on the Week 4 fantasy football hot seat,user_6,15,21
5607,ESPN Africa to air NFL London game as Toy Story animation,user_3,16,72
5608,Bolts CB Jackson 'confused' over Week 3 scratch,user_96,77,41
5609,David Montgomery runs wild as Lions beat Packers 34-20 to take early command of NFC North,user_94,22,1
5610,"Lions beat Packers on TNF, take early control of NFC North",user_93,67,77
5611,Fantasy football flex and superflex rankings for Week 4,user_21,20,34
5612,Lions' follow Amon-Ra St. Brown TD with David Montgomery score vs. Packers,user_99,85,45
5613,"Dolphins WR Waddle clears protocol, set to return",user_78,95,97
5614,"Prescott, Elliott getting used to being former teammates with Cowboys, Patriots set to meet",user_45,43,17
5615,"Broncos' DC on 70-20 loss: 'I'll fix it, and quickly'",user_18,79,79
5616,Jefferson 'tired' of trade talk for winless Vikings,user_21,50,26
5617,QB Wilson: Jets to try to prove Namath 'wrong',user_33,73,40
5618,"Panthers WR Adam Thielen eager to face Vikings, who released him after 10 seasons",user_42,61,78
5619,"Stroud, Texans host Steelers, looking to build on last week's big win",user_23,19,6
5620,Bears and Broncos have a chance for reprieve from losing in matchup of reeling teams,user_4,46,70
5621,"Are Swift-Kelce bets worthwhile? Odds, stats to consider",user_38,74,25
5622,"With hopes of improving offense, Jaguars head across the pond to host Falcons at Wembley",user_92,35,83
5623,"Panthers' Young ramps up energy, feels 'great'",user_38,88,79
5624,Bears OC lauds Fields for taking leadership role,user_27,95,30
5625,"Spring football leagues XFL, USFL plan to merge",user_13,56,82
5626,"NFL Week 4 futures betting odds: Super Bowl, MVP, and more",user_54,7,44
5627,"ESPN Eliminator Challenge Week 4: Strategy, advice and picks",user_26,59,96
5628,Which quarterback could get benched first? Barnwell ranks the candidates from 1 to 6,user_87,97,41
5629,Betting tips for 'Thursday Night Football': Lions-Packers,user_91,77,22
5630,Jordan Love? Matt LaFleur? Who's the face of Packers in post-Aaron Rodgers era?,user_10,38,11
5631,"Saleh, players OK with Rodgers calling out Jets",user_95,75,77
5632,"QB Carr on injury status: 'If I can play, I'll play'",user_74,55,12
5633,Vinicius vs. JJ: young stars battle it out in skills challenge,user_32,89,13
5634,How Ben Johnson went from Lions tight ends coach to top head coaching candidate,user_32,87,20
5635,Burrow using Rodgers as 'resource' on calf issue,user_35,97,2
5636,Zeke expects 'some emotions' in facing Cowboys,user_22,49,46
5637,"RB Ekeler practices, hasn't pushed to '100%' yet",user_32,42,77
5638,Garoppolo still in protocol; coach hopeful he plays,user_21,12,50
5639,Rams hope to have star WR Kupp against Eagles,user_24,97,90
5640,Ravens' Clowney: No 'bad blood' with Browns,user_86,47,68
5641,McDaniel: Revenge not on Fins' minds vs. Bills,user_91,20,61
5642,"Eberflus plans to call plays, not appoint new DC",user_91,97,35
5643,Lions seek to take early control of NFC North by beating Packers for 4th straight time,user_2,17,45
5644,Panthers QB Young on track to start vs. Vikings,user_21,65,11
5645,Patriots QB Jones deflects talk of hitting Sauce,user_74,34,17
5646,Titans LG Skoronski suffered ruptured appendix,user_17,9,47
5647,Kelce: Win went all too well with Taylor in crowd,user_29,27,2
5648,"Fowler and Graziano debate NFL Week 4 upsets, coaches under pressure, Jonathan Taylor trade possibilities",user_76,79,82
5649,Facts vs Feelings: Dak Prescott can't help you like he can the Cowboys,user_63,30,36
5650,Every obstacle in Jonathan Gannon's career path led him closer to Cardinals,user_27,89,17
5651,"'Sometimes it looked too easy': An oral history of the 2013 Broncos, the NFL's only 600-point team",user_6,23,73
5652,Jaguars LB Lloyd out next two games in London,user_60,67,15
5653,Why the Steelers believe their embattled offense will keep moving in Week 4,user_10,80,47
5654,"Week 4 Shadow Report: Concern for Evans, Wilson and more",user_87,32,93
5655,Jets add QB Siemian; Kap inquired about signing,user_99,85,71
5656,Giants say Barkley day-to-day with ankle injury,user_51,13,18
5657,Source: Panthers S Woods could miss 4-6 weeks,user_9,97,6
5658,"Packers optimistic Jones, Watson to play Thurs.",user_60,29,41
5659,Swift effect: Kelce jersey sales see 400% spike,user_34,28,19
5660,"Rodgers: Jets need 'to grow up,' not point fingers",user_4,15,19
5661,"How are Browns and Ravens handling Chubb, Dobbins injuries?",user_66,80,52
5662,Source: Ravens agree to terms with LB Van Noy,user_61,73,64
5663,Falcons LB Andersen goes on IR with pec injury,user_58,36,76
5664,"Best, worst matchups at each position for Week 3",user_73,15,16
5665,The Playbook: Your fantasy football guide for all of Week 3's NFL action,user_32,94,97
5666,"NFL Nation Fantasy Fallout: What to expect from Justin Fields, Gardner Minshew",user_49,27,33
5667,"Last-minute pickups for Week 3: Stafford, RB fill-ins and an appealing D/ST",user_94,1,1
5668,Fantasy football pickups: Jerome Ford leads list for Week 3,user_37,70,51
5669,Raiders' Jones: I was hospitalized against my will,user_88,35,20
5670,Why the Commanders' $6 billion bidding war was one Josh Harris had to win ,user_88,65,1
5671,Police investigating ex-NFL player Williams' death,user_41,47,84
5672,"Week 4 NFL Power Rankings: 1-32 poll, plus the biggest issues on offense",user_59,62,49
5673,Eagles dominate Bucs on MNF in battle of unbeatens,user_25,79,40
5674,Not new to this: Christian McCaffrey jukes mascots in old video,user_29,89,9
5675,'We got through it': Joe Burrow and more overheard in NFL Week 3,user_22,16,50
5676,"New product lets fans watch, bet NFL on 1 screen",user_50,38,92
5677,'Glazers Out' banner flown over Tampa stadium,user_78,20,17
5678,Namath blasts QB Wilson as Jets reaffirm faith,user_8,39,68
5679,Did Burundi's Matt Judon save the New England Patriots' season?,user_22,93,50
5680,Burrow: Risk of 0-3 outweighed risk of reinjury,user_95,23,4
5681,"NFL execs help grade three rookie QBs: Where Young, Stroud and Richardson stand after three weeks",user_86,46,56
5682,"Big questions, risers from NFL Week 3: Eagles stay perfect, Bengals find win column",user_68,48,66
5683,"Burrow shakes off calf injury, throws for a season-high 259 yards as Bengals beat the Rams 19-16",user_59,53,94
5684,Hurts stomachs flu-like symptoms in Eagles' win,user_13,70,67
5685,"Bengals score win over Rams, but offense remains a work in progress",user_18,71,16
5686,"Jalen Hurts throws for TD, runs for another as Eagles thump Buccaneers 25-11 to remain unbeaten",user_59,81,7
5687,"Chad Johnson, Boomer Esiason inducted into Bengals' Ring of Honor",user_73,42,85
5688,"NFL trolls: Eagles, Chargers most creative in Week 3",user_32,73,70
5689,Saints' Carr week-to-week with sprained AC joint,user_98,80,44
5690,Vikes coach threatens benchings over TO issues,user_45,82,75
5691,"Bengals' Burrow, nursing hurt calf, active for MNF",user_65,1,99
5692,"Warrant out for J.C. Jackson for $600 fine, class",user_49,93,15
5693,"Mike Evans, Baker Mayfield sport throwbacks ahead of MNF",user_62,51,39
5694,Bolts WR Williams has season-ending torn ACL,user_97,36,68
5695,Have Bengals done enough to protect Joe Burrow?,user_89,28,38
5696,"Fantasy football pickups: De'Von Achane, Tank Dell highlight Week 4",user_65,47,76
5697,Ravens won't use injuries as excuse for 1st loss,user_82,63,52
5698,Ryan: 'No interest' in leaving CBS to QB for Jets,user_1,87,58
5699,How long can the Eagles keep A.J. Brown and DeVonta Smith together?,user_13,85,2
